Year,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
2000,,100,,,100,,97.45578003,95.44536591,98.9,91.660398,100,100,98.90822245,100,100,32,100,100,100,79,21.5398941,100,31.15,69.963045,100,27.27221298,94.36400604,96.70508575,100,100,9.071893692,2.439689159,,16.6,41,100,100,6,3.186103821,100,97.938687,96.93087006,95.2,39.74314117,6.7,,96.94,48.67458344,100,97,100,100,100,100,56.3621521,80.96955109,88.764932,93.53726196,97.7,84.519249,,29.20424271,100,,12.7,100,75.71011353,100,100,100,73.6,34.3,,100,43.7,100,100,100,85.93244171,100,73.318205,15.46630478,,74.48694611,33.7,67.37645721,100,100,100,59.34104538,86.3,97.9,,100,100,100,100,84.38311005,100,98.85403442,99.47368622,15.14182186,,,100,100,100,99.57141113,42.48462296,100,,4.258760108,,99.8,100,100,100,100,13.23051071,4.8,,83.8,9.607888222,100,68.51438141,,99,98.007132,46,100,100,67.3,100,69.55908966,6.089135647,,36.5,99.33805847,28.91624069,100,100,100,72.77522278,6.481481481,42.93611908,100,100,100,100,70.34899139,97.91555786,81.40141009,8.552684784,89.24497986,72.496495,74.65086365,100,100,100,100,100,100,6.2,87.83878326,100,52.9,100,37.74,100,94.02639008,,100,100,100,100,4.551740646,,72.24764252,,100,,94.86717987,,100,79.84091187,23,95.4648056,100,100,,98.46774194,9.056112289,82.1,,16.95623488,85.57647705,91.29,94.8,,99.6,95.6,,7.318620205,100,100,100,100,97.55148315,99.57293701,22.15377617,98.9,87.80696106,100,99.7,49.18035126,16.7,33.85070419
2001,,100,,,100,20,97.60110474,95.51106347,100,100,100,100,98.62342072,100,100,35.109272,100,100,100,80.2023468,21.9,100,40.09151077,69.258539,99.4,24.8,96.016528,96.89098358,100,100,9.544128418,2.801317215,,15.44084358,46.2,100,100,5.761561871,3.558882475,100,97.13110352,97.21321869,98.47,42.05736542,7.160378456,,98.24978,49.66616821,100,96.21989441,100,100,100,100,56.37202072,82.31006622,89.791362,93.89373016,97.3451767,87.063829,,30.30143547,100,26.9,25.47764397,100,77.01029205,100,100,100,77.13812256,29.86666489,,100,44.8535614,100,100,100,86.32830811,100,73.75078583,16.70739174,,75.09686279,31.542382,64.2,100,100,100,55.8,86.26,98.11628723,,100,100,100,100,87.708112,100,98.94203949,99.65,17.0676403,,,100,100,100,99.57012177,45.27884674,100,,1.270180345,,97.11643982,100,100,100,100,14.8,5.136980057,,87.51950836,10.8,100,70.01934814,22.2,99.24628448,97.14319611,48.41128922,100,100,71.7061615,100,71.36521149,5.7,,35.98637009,99.3480072,24.6,100,100,100,72.22158,8.391811371,43.76881409,100,100,100,100,70.42551422,98.02062225,81.45373535,10.67140293,91.04207,72.113111,75.73733521,100,100,100,100,100,100,5.579493046,88.59172058,100,51.53033447,100,38.77428055,100,94.37985992,,100,100,100,100,7.53202343,,70.2,,100,63.6,93.53,89.9,100,82.41,31.69804192,95.39545441,100,100,,98.62453461,9.996443748,90.45343018,25.6,19.64577484,86.31700134,96.63881683,97.3,,99.72142792,94.79156494,,8.6,100,100,100,100,97.70074463,99.62465668,23.97912407,99.9,88.61237335,100,98.77187347,50.36064148,19.94420624,34.21405029
2002,,100,,,100,26.38386917,100,96.04728699,98,100,100,100,100,100,100,37.88195801,100,100,100,81.06098175,23.4730835,100,44.04301453,63.996855,98.5,31.68865013,96.652996,97.06859589,100,100,10.00807476,3.154657125,58.6,18.73940277,44.06614304,100,100,6.226599216,3.923372984,100,97.33703613,97.4872818,94.93788147,44.8,7.820706367,,98.509188,51.4,100,95.5,100,100,100,100,49.7,87.7,89.749814,94.24191284,97.56305695,87.54906,,32.2,100,25.87891197,26.37947845,100,79.63,100,100,100,77.86385345,31.50168228,99.9,100,46.89822769,100,100,100,86.71588898,100,78.667838,17.94019127,,75.69849396,33.19704437,63.141137,100,100,100,62.3,87.6,98.24790955,,100,100,100,100,86.681291,100,99.5,99.81,18.98517036,,,100,100,100,100,46.3,100,,3.403664827,,95.42716217,100,100,100,100,14.07401752,5.558670044,,88.41437531,13.12046623,100,71.51602936,21.51865578,99.4,97.897085,50.19380188,99,100,72.80158997,100,73.16304016,8.48664856,47,36.96955109,99.34966278,36.07150269,100,100,100,73.90290833,8.913032532,44.59322357,100,100,100,100,70.4937439,98.11740112,82.2257843,12.7818327,91.666443,74.382688,76.81551361,100,100,100,100,100,100,6.699606895,89.33637238,100,52.64903641,100,36.8,100,96.1,,100,100,100,100,10.50401783,7.4,76.7,,100,80.7,95.52306366,90.38272858,100,82.47047424,32.14664078,95.31781006,100,100,86.6,99,10.92848778,91.10829926,23.92528915,21.4203186,87.04923248,96.89418793,97.8,,99.73254395,95.13632202,94.62978316,7.8,100,100,100,100,97.84171295,99.7,25.79618454,99.8,89.1,100,98.83439636,51.53264236,17.4,34.2
2003,,100,,,100,27.4656353,97.86569977,96.33463287,99.22579956,100,100,100,98.97785187,100,100,40.64517975,100,100,100,81.91015625,24.42607117,100,41.1,72.3,100,33.88325882,96.980098,97.23674011,100,100,11.4,3.498532534,63.26335907,19.3,45.16857147,100,100,6.682172775,4.278398991,100,98.782325,97.75187683,95.18396759,46.65977859,8.471570015,,98.695902,51.62330627,100,96.55662537,100,100,100,100,56.36572266,84.965065,89.173808,94.973044,98.8,86.961151,,32.46978378,100,28.69206429,27.27184677,100,80,100,100,100,78.5801239,27.8,100,100,48.3,100,100,100,87.0940094,100,78.512204,19.16352463,,76.29065704,31.6,65.090464,100,100,100,64.02313232,87.94,98.37006378,,100,100,100,100,86.67273712,100,99.09201813,99.92,16,,,100,100,100,99.54150391,48,100,,5.527685165,,93.72841644,100,100,100,100,20.3,6.2,,89.2997818,14.86314678,100,73.00325012,22.90974617,99.21391296,97.50493622,51.9668541,100,100,76.3,100,74.95140839,8.1,45.20727539,37.94327164,99.34185028,42.41,100,100,100,74.45314026,9.424788475,52.2,100,99.99880981,100,100,70.55251312,98.20471191,87.8,14.88279724,92.558399,74.380966,76.6,100,100,100,100,100,100,7.810256004,90.07156372,100,53.75827026,100,42.02547073,100,95.0607605,,100,100,100,100,13.46654797,9.908855438,78.8,,100,75.04402924,95.83739471,90.88391113,100,83.77164459,32.58556747,95.23069763,100,100,92.66165161,100,11.1,91.75370789,27.7,23.18539619,87.77200317,97.14009857,98.4,,99.73419189,95.47160339,95.11444855,10.62820339,100,100,100,100,97.97322083,99.70204163,27.60378265,95.7,90.19715118,100,99.1,52.6951828,18.5,34.91470718
2004,,100,,,100,28.53676033,97.98262787,96.61134338,99.24093628,100,100,100,99.13969421,100,100,40.6,99.99882507,100,100,82.74869537,25.36841774,100,51.91645432,76.04425049,100,36.06723022,96.765107,97.39424896,100,100,10.90639877,3.831767321,65.22930145,25.30695152,47.1,100,100,7.127105236,3.5,100,97.71933746,98.00583649,95.41941833,48.94561005,9.111793518,,98.954779,52.58650208,100,96.70960999,100,100,100,100,56.34719849,86.27719116,90.316567,94.90869904,97.96924591,87.357045,,33.53858566,100,31.4945755,28.1535759,100,80.85640717,100,100,100,79.28574371,34.74214935,99.93,100,50.95799255,100,100,100,87.46147919,100,77.30284882,20.3762188,,76.87217712,34.19499969,67.113528,100,100,100,64.4,89.01,98.48157501,,100,100,100,100,87.41622925,100,99.17343682,99.96,22.79066277,,,100,100,100,99.51182556,53.60709,100,99.9,6.8,,92.01903534,100,100,100,100,14.87966824,6.9,,90.17454529,16.59518623,100,74.47982788,24.29019547,99.18235779,98.597701,53.72926331,99.1,100,74.96286774,100,78.2,10.84630394,46.31351089,38.906353,99.3234024,37.2,100,100,100,74.99273682,9.925904274,46.21246719,99.42,99.99087524,100,100,70.60064697,98.28138733,83.74030304,16.97312164,93.249876,75.692357,87.6,100,100,100,100,100,100,8.910264969,90.79611206,100,54.85686493,100,36.8,100,95.38583374,16.8,100,100,100,100,16.41843796,11.49068165,80.9,,100,76.6280899,96.14108276,91.37445831,100,85.06217957,33.01359177,95.13294983,100,100,92.40216064,98.6827774,11.4,92.38847351,30.75041008,24.93983459,88.48413849,97.37535858,99,,99.72519684,95.79624939,95.40785217,11.71168518,100,100,100,100,98.09409332,99.72536469,29.40073776,99.1,90.9741745,100,98.04,49.59,20.3,35.24966049
2005,22.29526901,100,,,100,29.59622383,92.2,96.87638855,99.8,100,100,100,99.28987885,100,100,44.23,99.99047852,100,100,83.57556152,26.29910088,100,59.80811164,68.288209,100,38.23953629,97.093513,97.54009247,100,100,11.33857822,3.207317073,67,20.5,47.34048462,100,100,7.560374737,4.955507278,100,97.89350891,98.2481308,96.8,51.21978378,6,33.8,99.053051,58.9,100,96.85093689,100,100,100,100,56.31701279,87.57765198,90.141224,95.83265,99.4,87.525839,,34.5957222,100,34.28542328,14,100,82.11653137,100,100,100,81.6,30.4562675,97.93505412,100,41.25,100,100,100,87.81729126,100,78.46495819,20.2,,77.5,34.67699432,68.903309,100,100,100,67.09343719,85.42111206,98.58142853,,100,100,100,100,88.14806366,100,99.19959259,100,24.67642593,69.67640546,,100,100,100,99.44230769,57.2,100,99.60372925,9.742781639,,90.29798889,100,100,100,100,15.26551056,6.762401581,,91.03765106,18.3155632,100,75.9447403,18.2,99.13913727,98.932728,55.48000717,98.6,100,86.2,99.83022071,78.49519348,12.0091486,47.40808105,39.85776901,99.29328918,46.73062515,100,100,100,73.821815,7.1,47.00510788,100,99.96778107,100,100,70.63711548,98.91650733,84.48058319,19.05178452,94.686886,77.173645,79.98873138,100,100,100,100,100,100,4.8,91.50899506,100,55.94379807,100,47.1,99.69072165,95.69924927,11.33248552,100,100,100,100,19.35866356,13.06084442,80.8,,100,78.20048523,96.4331131,91.85334015,100,86.34104919,33.42964554,95.02353668,100,100,92.13100433,99.3,13.66328144,93.01157379,34.14598846,26.68261147,89.18460846,97.59896088,99.3,,99.70454407,96.10923767,95.68959045,8.9,99.8855617,100,100,100,98.20329285,99.7370224,31.18603134,98.93270111,96.1,100,99.89,54.98731232,22.64341354,35.57295227
2006,28.09996223,100,,,100,30.64655495,100,97.13230133,99.23873901,100,100,100,99.5,100,100,50.52510246,100,100,100,90.98853086,27.9,100,59.74679565,76.211281,99.38727699,40.40270996,97.594314,97.67680359,100,100,11.76162434,2.66,69.12872314,31.83140182,49,100,100,7.805169325,5.279097557,100,99.368108,98.48129272,95.85785675,53.48482132,10.35978127,34.91806793,99.147523,60.17105263,100,96.98313141,99.99783325,100,100,100,55.5,88.86898041,90.118148,96.315259,99.04,89.201467,,35.64373016,100,35.2,29.88457489,100,83.36753082,100,100,100,80.66454315,37.93951416,100,100,55.09345008,100,100,100,88.16397095,100,83.730998,22.76914978,14.5361991,73.38258786,33.9,71.266448,100,100,100,67.9,90.62,98.4,97.62211156,100,100,100,100,88.87075806,100,100,99.76654765,26.55305481,68.8,,100,100,100,98.89,57.0410587,100,99.38381709,9.7,,88.56781006,100,100,100,100,15.64221954,3.653227333,,91.89161682,16.6,100,77.40052032,27.0186367,99.08678436,99.11416,57.22162247,100,100,77.08104706,100,96.5,13.16286087,48.49352264,40.80005264,99.25404358,51.2,100,100,100,76.03946686,9.3,47.78861618,99,99.92762756,100,99.9992218,70.6644516,98.40227509,85.21173096,12.4,96.749045,80.157275,80.18,100,100,100,100,100,100,11.07782459,96.37172973,100,57.02159882,100,49.9,100,99,12.33391953,100,99.99783325,100,100,14.4,15.23378582,80.7,,100,82.05,96.71600342,92.3230896,99.99783325,87.61078644,33.83626556,91.01983989,100,100,99.5057574,98.6686554,14.55442524,99.14620148,37.53243256,27.9,92.3,100,99.4,,99.8413328,96.41308594,95.96218872,9,100,100,100,100,98.505426,99.4900961,26.44,99.3,96,100,99.7,55.80033463,23.29265022,37.2
2007,33.9016037,100,,,100,37.5,100,97.38516998,99.23002625,100,100,100,99.56891632,100,100,46.5,100,100,100,85.20799255,28.13915253,100,71.8,80.156567,99.7,42.56283188,98.125382,97.81046295,100,100,12.18161964,4.775167942,71.07081604,35.08600998,48.2,100,100,8.40559864,5.599637032,100,98.22052002,98.71140289,96.06945801,55.7468071,15.2,35.86069107,99.217998,55.41978073,100,97.11227417,99.98529816,100,100,100,56.23532486,90.15726471,96.876342,96.812618,98.5062561,91.109558,,36.68868637,100,39.84580612,,100,88.9,100,100,100,81.34632111,39.53058243,100,100,56.97537231,100,100,100,88.50760651,100,80.76786804,23.95799637,7.998231411,78.56044006,35.61966324,73.548187,100,100,100,70.13076019,91.1,98.7598114,98.1,100,100,100,100,89.59040833,100,98.8,100,28.42663383,67.47807312,,100,100,100,99.54,54.96,100,99.9,13.9248991,3,86.83457947,100,100,100,100,16.01587868,7.520929813,,92.74253845,21.73500252,100,72.3,33.04054054,99.0313797,98.11062622,58.960186,100,100,78.13251495,100,82.00601196,12.4,49.57591248,43.7,99.8,53.7927475,100,100,100,76.55521393,11.37294674,50.13091943,100,100,100,100,70.68873596,98.45510101,85.93982697,23.18779182,96.452771,81.988131,82.06024933,100,100,100,100,100,100,12.15398788,92.91345215,100,58.09634781,100,48.4100647,100,96.30476379,13.07405567,100,99.98529816,100,100,12.9,16.17985535,82,,100,80,96.99584961,92.78979492,99.98529816,88.79,34.23961639,94.78339386,100,100,91.56737518,98.65396881,15.44251728,94.23646545,36.6,30.14684677,90.56422424,100,99.4,,99.641922,96.71389008,96.7,14.90582466,99.8,100,100,100,98.692636,99.73902893,33.62462006,98.93862152,93.24891663,100,97.63,57.24646759,18.5,36.1982193
2008,42.4,100,99.3,,100,38.49,100,97.64122009,99.22450256,100,100,100,99.7101059,100,100,54.33111954,100,100,100,86.02586365,29.0608387,100,67.56508636,84.674991,100,44.5,98.526625,97.94730377,100,100,12.60480118,4.8,73.01609802,26.4,50.55054855,100,100,7.48,5.923361301,100,98.38568878,98.94470215,96.806763,58.01197815,11.59572029,36.80649567,99.263937,60.3,100,97.24460602,99.9539032,100,100,100,56.19614029,90.9,97.576197,97.206576,99.8,91.000227,,37.73682404,100,42.62765884,31.60352707,100,86.16,100,100,100,82.03128815,41.12483215,100,100,60.5,100,100,100,90,100,81.92097473,25.15003014,9.323233604,79.12129974,36.092659,76.396899,100,100,100,71.6510849,92.73,98.85066223,97.96062469,100,100,100,100,92,100,100,100,30.30339813,69.90923309,,100,100,100,99.51,66,100,99.9,16.01761818,1.300314069,85.10453796,100,100,100,100,16.39272118,7.901853561,,93.59664154,23.44638062,100,80.30916595,30,98.97916412,98.914037,60.701931,100,100,79.18717194,100,83.76307678,13.57122385,50.66148758,42.68170547,99.17263794,57.32546997,100,100,100,77.07414246,11.85340118,50.3,99.2,100,100,100,70.71620178,98.51111603,86.67110443,25.25745583,96.677896,84.678343,83.3,100,100,100,100,100,100,6,98.1,100,59.17428207,100,49.99962616,100,96.60917664,12.1,100,99.9539032,100,100,28.14903069,17.7410202,81.9,,100,82.88735199,97.27887726,93.25967407,99.9539032,90.14733887,34.64601135,94.66497803,100,100,91.28721619,98.64247894,11.5,94.85056305,44.30240631,31.88062286,91.25569153,100,99.4,,99.61226654,97.01787567,96.50447845,15.9686451,100,100,100,100,98.784355,99.74168396,36.51159668,98.9432373,94.00527954,100,99.02255249,58.37770462,24.58820534,36.51251221
2009,45.52068329,100,98.81757355,,100,33.80418396,98.47905731,97.90668488,99.22839355,100,100,100,99.86070251,100,100,57.07246017,100,100,100,86.85315704,29.99194527,100,71.48524475,86.765597,100,43.36,98.856938,98.09357452,100,100,12.63,5.40973711,74.97080231,41.61101913,51.63109589,100,100,9.263563156,6.256507397,100,99.593662,99.18741608,96.057229,60.2865715,12.22470379,37.1,99.409804,57.31427383,100,97.38635254,99.90898132,100,100,100,56.16637802,92.7496109,97.85776,96.470862,98.86990356,91.08402,,38.79438782,100,38.6,32.47401428,100,87.12715149,100,100,100,82.72566986,42.728508,100,100,60.99259567,100,100,100,89.21065521,100,83.08351135,26.3514843,4.7,77.6,36.57507706,78.269685,100,100,100,75,93.55,99.71,98.09731293,100,100,100,100,91.04549408,100,99.4,100,23,64.19,26,100,100,100,99.5,67.34804535,100,99.80111694,17,1.9,83.38391876,100,100,100,100,17.4,8.292198181,99.3,99.9,24.03089583,100,81.77450562,31.10423851,98.93636322,98.409729,62.45310211,100,100,80.25125122,100,85.5295639,15,51.75648499,44.1,99.14295197,60.86761093,100,100,100,77.916313,12.34327698,50.14577866,99.2,100,100,100,70.7530899,98.57655334,87.41181183,17.2,96.891335,86.42432,84.3,100,100,100,100,100,100,14.32210445,97.9,100,56.9,100,53.5,100,96.92301941,14.5701189,100,99.90898132,100,100,21.2,19.31160545,82.6,3,100,87.09,97.57132721,93.73898315,99.90898132,91.42662811,29,94.55599213,100,100,91.01648712,99,11.2,98.96,47.69840622,33.62382126,91.95658875,99,99.5,,99.59204102,100,96.78664398,10,100,100,100,100,99.1,99.75376892,33.29111519,98.95727539,96.1,100,97.76,59.51836014,25.24699783,43.36908187
2010,42.7,100,98.82183838,,100,34.87972641,98.60040283,98.82,99.8,93.35629215,100,100,99.94705963,100,100,55.26,100,100,100,89.91722437,34.2,100,73.28291087,88.31281281,100,51.78107071,99.35217285,99.05440521,100,100,13.1,5.3,81.1,31.1,52.72730255,100,100,9.8,6.4,100,99.64228821,99.7,96.788995,70.18231201,12.86934471,39.96152115,98.995734,58.28188705,100,97.54376221,100,100,100,100,56.15227127,94.06615448,98.145414,97.462142,99.44637299,91.580238,,39.86760712,100,45.55233761,33.36016083,100,89.1906662,100,100,100,89.48566437,47.41400146,100,100,64.2,100,100,100,89.58255005,100,84.26170349,27.56859589,6,82.98226166,37.07315063,80.984668,100,100,100,76.3,94.15,99.64732361,98.25507355,100,100,100,100,92.2,100,100,100,19.2,63.16773671,29.29593086,100,99,100,99,70.11830139,100,99.87401581,17,5.171546459,81.67895508,100,100,100,100,12.3,8.7,99.27632141,99.41575623,26.90363884,100,89.24352264,33.92690277,99.58998108,99.236696,64.53152025,100,100,78.50208044,100,92.59702301,18.83759689,48.8,44.60103989,99.12892151,68.6,100,100,100,78.14650726,13.3953104,48,100,100,100,100,70.80564117,98.65763855,86.85,19.5,97.43086,88.123061,85.39570618,100,100,100,100,100,100,9.7,96.37813568,100,61.36465073,100,56.5,99.718398,97,11.46217307,100,100,100,100,34.20810318,20.89785004,82.9,1.5,100,85.3,99.94722748,94.2,100,92.72158051,38.09628296,91.19751586,100,100,92.7,98.65398407,14.8,99.7,38,30.79174368,92.67313385,100,99.5,100,100,100,97.0844574,12.1,100,100,100,100,99.3,99.7815094,44.1,99.09267426,97.43,100,99.9,60.67467499,22,40.45818329
2011,43.22201891,100,98.84799194,,100,34.6,94.55201403,99.0802002,99.60435486,100,100,100,99.9,100,100,59.6,100,100,100,91.68173599,36.9,100,81.68799591,88.335943,99.70578055,53.24,99.328691,99.1738205,100,100,14.89940453,6.106936455,79.46784973,48.19865799,53.7,100,100,10.3107233,8.98,100,99.588193,99.85722351,96.6936,69.60940552,13.53587914,40.80084991,99.232348,55.8,100,97.72306824,100,100,100,100,56.16006088,95.40458679,97.898872,96.872699,99.48725128,92.574686,66.1,40.96271896,100,51.05468369,23,100,90.10233307,100,100,100,88.87747955,48.81459427,100,100,64.06256,100,100,100,88.8,100,84.026414,28.80760193,13.37971306,83.99753571,37.59311676,82.195298,100,100,100,67.6,94.83,99.69103241,98,100,100,100,100,91.1,100,99.71602631,99.79746835,36.01516342,77.28418732,31.45312309,100,100,100,98.32,70,100,99.68401095,22.37724686,4.1,79.99588013,100,100,100,100,14.3,7.6,99.53179169,99.48480225,28.66198921,100,89.91960679,35.13134003,99.6,99.06409454,66.68044281,100,100,72.05707491,99,93.38168335,20.2,53.99968338,42.3,99,67.26,100,100,100,78.71240997,14.3,55.9,99.7261638,100,100,100,70.88008118,98.76062775,88.94641876,31.54792023,98.23656,89.707491,87.2,100,100,100,100,100,100,10.8,96.6685747,100,62.48955536,100,56.5,100,98.07936859,14.2,100,100,100,100,38.22459793,22.50598717,83.6,2.689738274,100,87.76,100,94.75908661,100,94.03842163,39.85937881,94.39122009,100,100,91.59918213,98.68946075,14.2,99.35928345,54.54361725,39.7,92.17545611,100,99.5,100,99.88415527,100,97.40416718,14.6,100,100,100,100,99.17,99.83113861,41.92195511,98.84,99,100,99.7,61.88527298,26.61779022,36.9
2012,69.1,99.9,98.76466047,,100,37.10102463,100,99.22885895,99.61703491,100,100,100,100,100,100,65.41366577,100,100,100,90.98912048,38.4,100,91.5,90.387375,100,55.87431335,99.519494,99.27532959,100,100,15.16293812,6.5,80.95207977,51.52984238,54.98992157,100,100,10.89428234,7.859260082,100,100,99.96487427,97.032176,69.3,15.4,41.6,99.503298,55.8,100,97.92878723,100,100,100,100,54.6,96.76944733,97.86705,97.194929,99.7,93.680571,65.66336823,42.0842514,100,54.21104813,35.20266342,100,91.02597809,100,100,100,89.3,50.1972847,100,100,56.51,100,100,100,90.39653778,100,86.68829346,26.2,14.7781086,84.99491119,37.9,83.607727,100,100,100,79.9,96,99.71684265,99.3,100,100,100,100,93.1,100,99.5,100,37.96532059,79.78873444,33.63673401,100,99.75,100,99.8,76.36662775,100,99.98432922,20.56,9.128644943,78.3392334,100,100,100,100,18.7,7.4,99.8,99.53594971,25.6,100,90.54963684,36.31787491,99.49635315,99.111637,68.60435486,100,100,83.56066895,100,94.14844513,21.23671913,55.15865326,46.60624313,99.17106628,74.73197174,100,100,100,79.54708099,14.4,53.15390015,100,100,100,100,70.98094177,97.63042631,89.75109863,33.69097519,97.835616,91.099508,87.08,100,100,100,100,100,100,17.5,96.82684326,100,57.9,100,56.5,100,98.32720947,16.94552612,100,100,100,100,42.22318649,24.14054489,85.3,3.137244701,100,87,100,95.34342258,100,95.38168335,41.60363388,94.34619904,100,100,90.84231567,99.1,15.3,99.10862355,58.00358963,38.97059631,92.8,100,99.5,100,99.89390564,93.1,97.6717774,20.37479401,99.86749117,100,100,100,99.6,99.90933228,43.77164078,99.20826721,97.89,100,99.7525177,52.41,27.34055328,44
2013,68.98294067,100,98.97725677,,100,38.24899292,100,99.35622406,99.42,100,100,100,100,100,100,61.5,100,100,100,91.16732788,34.65625,100,87.37114716,89.505686,99.5,57.89068604,99.575151,99.35554504,100,100,15.40517426,6.9,82.99486542,54.88513947,56.15855408,100,100,11.45654297,8.115847588,100,99.6,99.99700928,97.779418,69.59020996,14.94590092,42.42240524,99.563517,61.32735825,100,98.15862274,100,100,100,100,56.25259018,98.15841675,98.385853,98.034674,99.82130432,95.043105,65.75577545,43.22989655,100,57.46309662,36.16123581,100,91.75,100,100,100,86.4,51.5,100,100,70.7,100,100,100,90.84085846,100,87.93890381,31.36256409,16.20061493,85.97098541,38.71000671,87.184881,100,100,100,80.73804474,96.46425831,99.83,98.84931946,100,100,100,100,93.9,100,99.76028442,100,39.93959045,82.31739807,35.84445572,100,99.75,100,98.93,79.51023865,100,99.99804688,26.73358154,9.8,76.70668793,100,100,100,100,12.9,9,99.92416382,99.5657959,32.25564575,100,91.1724472,37.48311234,99.41928864,99.23202515,70.50697327,100,100,81.2,99.7,97.2,22.40603065,56.34173203,47.4,99.22946167,77.60891724,100,100,100,80.75727081,15.16402817,55.6,100,100,100,100,71.10591888,99.04354858,89.1,35.85814667,99.015884,92.135365,87.5,100,100,100,100,100,100,15.2,97.3891449,100,64.81632233,100,57,99.92,98,13.5,100,100,100,100,44.7,25.79921341,85.2,3.6088624,100,90.2,100,95.86147308,100,96.74906158,43.32481003,94.32529449,100,100,90.13881683,98.83737183,16.4,99.42706299,61.4876709,40.80187988,94.96540833,100,99.7,100,99.88236237,100,98.12054443,13.9,100,100,100,100,99.611808,99.96624756,31.7,99.23580933,98.53603363,100,99.73147583,75.6,28.08742714,38.3363533
