Year,Key,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
2000,Urban,,100,,,100,,100,96.50968933,99.1,100,100,100,99.70492771,100,100,81.2,100,100,100,95,47.48546982,100,96.74,95.81211,100,39.08891678,99.02937317,97.22161865,100,100,40.35968781,50.6822319,,60.6,79,100,100,15.6,10.08455849,100,99.782113,100,99.4,64.28787231,20,,99.8,81.53926086,100,100,99.79793549,100,100,100,56.48578644,,96.572861,99.15743256,99.5,96.097903,,79.13611603,100,,76.2,100,91.40816498,100,100,100,90.2,51.16,,100,80.5,100,100,100,,100,95.397837,55.73503876,,87.20479584,81.9,94.45333862,100,100,100,88.74241638,95.47623444,100,,100,100,100,100,90.99589539,100,99.665802,99.91201782,49.84477997,,,99.99633789,100,100,99.66728973,96.06157684,100,,13.60089186,,100,100,100,100,100,47.85655975,28.7,,99.37071991,33.66070938,100,89.24095154,,100,99.430718,70,100,100,97.6054306,100,98.48,23.21189117,,73.2,97.04824829,84.92729187,100,100,100,93.55519867,40.67278287,83.98655701,100,100,100,100,93.7443924,99.13503265,97.19,63.00318527,97.66030121,95.160342,89.80179596,100,100,100,100,100,100,38.9,98.07135773,100,64.09318,100,74.64,100,99.0763092,,100,99.79793549,100,100,59.07605743,,85.65252686,,100,,99.5763855,,99.79793549,86.4887085,66.08204651,97.85953522,100,100,,99.69512195,33.02496338,99.9,,38.50896861,96.33615875,100,99.87430573,,99.7,99.95111847,,41.05090332,100,100,100,100,99.33749,99.89804077,77.75354004,99.9,99.04975891,100,99.9,92.01769257,44.1,85.45786285
2001,Urban,,100,,,100,30,99.99902344,96.6730423,100,100,100,100,99.56122589,99.96992493,100,77.61106873,99.99462891,100,100,95.63078308,49.6,100,97.09168243,94.211133,100,37,99.215119,97.32344055,100,100,41.46154022,50.81640244,,64.02565765,83.95034,100,100,13.87389946,11.24086761,100,99.51974487,99.75428009,99.91,66.00804901,23.84992027,,99.874108,82.12841797,100,99.7773056,99.75377655,100,100,100,57.18460083,,96.949494,99.14836121,99.32862091,97.114157,,78.89038086,100,55.84822464,79.22268677,100,91.83062744,100,100,100,91.35385895,51.00017929,,100,79.01372528,100,100,100,,100,93.25592804,57.31611252,,87.31891632,62.46408,94.71989441,100,100,100,87.6,95.71961975,99.92984009,,100,100,100,100,92.721311,100,99.63102722,99.79,51.56413651,,,100,100,100,99.60016632,96.12527466,100,,19.21591377,,99.92825317,100,100,100,100,42.08487,27.85813522,,99.35180664,37,100,89.5105896,49.7,99.92176056,99.29982758,72.07307434,100,100,97.55007172,100,93.33049774,20.1,,71.67098236,97.13904572,85.7,100,100,100,91.886024,41.14536285,83.93946838,100,100,100,99.99751282,94.03435516,99.11812592,97.15073395,63.77085114,97.925846,92.363804,90.16904449,100,100,100,100,100,100,36.21802521,98.11183929,100,64.01712036,100,73.56349182,100,99.06069183,,100,99.75377655,100,100,59.65779877,,85.7064743,,100,85.3,99.54561615,95.9,99.75377655,86.67,66.26278687,97.81021118,100,100,,99.7425766,34.50001526,99.58638,70.78120422,47.77182388,96.44274139,99.99412537,99.82350159,,99.727005,99.90349579,,43.9,100,100,100,100,99.2040329,99.89546204,78.4172287,100,99.06781006,100,99.8476944,92.01477051,47.03559113,85.39061737
2002,Urban,,100,,,100,47.58794022,100,96.83506775,99.30475616,100,100,100,100,100,100,78.66636658,100,100,100,95.70944977,49.23647308,100,97.20987701,88.579206,99.3,44.14235306,99.426994,97.42392731,100,100,42.5620575,50.94924164,81.27494,66.39334869,78.53926086,100,100,14.78729439,12.39584637,100,99.48908234,99.75263977,99.21591187,74.6,25.34216309,,99.863464,82.71625519,100,99.72402191,99.70828247,100,100,100,56.9,,96.674673,99.13796234,99.31092834,97.2748,,78.3,100,57.52636719,79.87619019,100,92.05,100,100,100,91.6721344,52.46294403,100,100,79.58956909,100,100,100,,100,95.710971,58.89585495,,87.43170929,69.5475769,93.140655,100,100,100,89.81708527,95.96168518,99.87756348,,100,100,100,100,92.639077,100,99.7,99.92,53.2821579,,,100,100,100,100,96.18763733,100,,22.29332924,,99.9693985,100,100,100,100,49.98831177,28.91010284,,99.33155823,39.59176254,100,89.77889252,49.15656662,100,99.526178,73.32457733,100,100,97.49338531,100,93.67788696,28.27413177,83.24530029,71.76634979,97.22851563,86.1829834,100,100,100,94.12906647,42.26002502,83.89105225,100,99.86952972,100,99.98445129,94.32299805,99.09989166,97.22380066,64.53718567,97.754926,93.830749,90.53495789,100,100,100,100,100,100,38.43292618,98.15098572,100,64.59477234,99.99864197,74.16916,100,99.04374695,,100,99.70828247,100,100,60.23821259,22.2,85.75908661,,100,91.3,99.51351929,95.32461548,99.70828247,87.67404175,66.44226074,97.759552,100,100,99.5,99.64054871,35.97373199,99.53684998,72.47065735,50.15248108,96.54798889,99.97369385,99.77136993,,99.68540955,99.84902191,95.4,39.3,100,100,100,100,99.18379211,99.9,79.07958221,99.8,99.4,100,99.7912674,92.01051331,45.1,85.32204437
2003,Urban,,100,,,100,48.98031616,99.97109222,97.00269318,99.28035736,100,100,100,99.5619812,100,100,79.7272644,99.93746948,100,100,95.79371643,50.11690903,100,97.4,94,100,46.6740036,99.504184,97.53002167,100,100,52.4,51.08768082,83.39100647,68.76663208,79.33855438,100,100,15.70628738,13.55642414,100,99.707507,99.7565918,99.2097168,69.45133972,26.84000397,,99.882549,83.30968475,100,99.6763382,99.668396,100,100,100,58.58517075,,95.037767,99.291127,99.7,96.49703,,78.40185547,100,59.21010971,80.53530121,100,92,100,100,100,91.99600983,53.93130493,100,100,76.9,100,100,100,,100,96.030896,60.48119354,,87.5500946,50.38757373,94.466186,100,100,100,90.35935211,98.1,99.8282547,,100,100,100,100,92.41583252,100,99.56440735,100,50.2,,,100,100,100,99.46885681,97,100,,25.37634277,,99.99183655,100,100,100,100,52.7,37.14606,,99.31690216,42.56222153,100,90.05280304,51.28746796,99.75434875,99.25389862,74.5816803,100,100,99.5,100,94.03088379,25,83.73432159,71.8673172,97.32357788,87.42,100,100,100,94.42093658,43.38028336,84.9,100,99.81907654,100,99.9551239,94.61723328,99.08725739,97.30245972,65.30912018,97.80421,93.762531,92,100,100,100,100,100,100,40.65342331,98.19572449,100,65.17802429,99.9908905,75.71885681,100,99.03240204,,100,99.668396,100,100,60.82422256,27.9714241,87.7,,100,90.61854553,99.48701477,95.20574188,99.668396,88.27164459,66.62737274,97.7144928,100,100,99.43787384,99.9,36.5,99.49291992,73.6,52.53873825,96.65883636,99.93608093,99.72483826,,99.64940643,99.79920197,96.29360962,44.21355057,100,100,100,100,99.16915131,99.89324188,79.74754333,99.70018005,99.10686493,100,99.7,92.01185608,48,85.25907135
2004,Urban,,100,,,100,50.38521576,99.93930817,97.18284607,99.26848602,100,100,100,99.5776825,100,100,76.6,99.88771057,100,100,95.89051056,51.00986862,100,97.46999359,96.16797638,100,49.21818161,99.585301,97.64863586,100,100,44.78682709,51.23864746,84.07975769,71.15244293,77.1,100,100,16.63780785,16.4,100,99.45146942,99.77307129,99.21605682,71.18830872,28.35037041,,99.847066,83.91564178,100,99.64117432,99.64102936,100,100,100,59.30078506,,95.524705,99.1408844,99.80428314,96.477373,,78.1729126,100,60.90637589,81.20693207,100,93.11775208,100,100,100,92.33240509,55.41219711,99.93,100,80.7649765,100,100,100,,100,93.76331329,62.07906342,,87.68101501,69.76026917,95.88663,100,100,100,90.91414642,96.46952057,99.79147339,,100,100,100,100,92.904953,100,99.54642487,100,56.74193192,,,100,100,100,99.41853333,96.33609009,100,99.3685379,26.2,,99.99902344,100,100,100,100,52.14245605,30.2,,99.31478119,45.54520798,100,90.3392334,53.43089676,99.67832947,99.390082,75.85131073,100,100,97.40373993,100,94.6,33.35876846,84.23586273,71.98081207,97.4311676,87.4,100,100,100,94.72533417,44.51306915,83.81794739,99.83,99.78115082,100,99.91845703,94.92399597,99.08714294,97.39365387,66.09357452,97.533542,94.305688,91.29051208,100,100,100,100,100,100,42.88644791,98.25299835,100,65.77380371,100,76.81186676,100,99.03358459,29.13280678,100,99.64102936,100,100,61.42276001,30.27942276,85.88803864,,100,91.31611633,99.47304535,95.09939575,99.64102936,88.88176727,66.82504272,97.68196106,100,100,99.53541565,99.46021271,38.9,99.46151733,75.87328339,54.93751907,96.7822113,99.88635254,99.69083405,,99.62593079,99.76191711,96.55391693,45.28358459,100,100,100,100,99.16704559,99.91697693,80.42802429,99.69065857,99.141716,100,99.78,91.59,47.6,85.20862579
2005,Urban,74,100,,,100,51.80933762,100,97.38221741,99.9,100,100,100,99.61260223,100,100,82.61,99.85967255,100,100,96.00652313,51.92205429,100,96.77638276,89.920884,100,51.78157806,99.634816,97.78646851,100,100,45.92469025,45.04950495,85,66.8,80.98143005,100,100,17.58854866,15.92185402,100,99.45814514,99.80876923,99.3,72.94450378,30,50.8,99.894615,86.4,100,99.62523651,99.63288879,100,100,100,60.03561401,,95.184958,99.668752,99.8,96.455867,,77.9631958,100,62.62186432,85.7,100,93.57622528,100,100,100,93.2,54.43686007,98.31918788,100,78.44,100,100,100,,100,93.96187592,63.8,,81.6,69.89209747,96.042583,100,100,100,91.48816681,96.74893188,99.77391815,,100,100,100,100,93.41330719,100,99.54766083,100,58.49729919,93.61296473,,100,100,100,99.77748109,92.2,100,99.44396973,31.58664322,,100,100,100,100,100,53.24501419,32.1270752,,99.33187866,48.54741669,100,90.64488983,41.6,99.62152863,99.605581,77.14016724,99.4,100,97.9,100,94.78115082,35.92656708,84.75662231,72.11352539,97.5579834,88.12561035,100,100,100,95.431992,45.66507339,83.80687714,100,99.76245117,100,99.87944031,95.24997711,99.69929836,97.50405884,66.89725494,98.394309,94.65564,91.69377899,100,100,100,100,100,100,25.1,98.32949066,100,66.38880157,100,80.4,99.76456739,99.0539856,35.85185185,100,99.63288879,100,100,62.0405159,32.60663986,85.97800446,,100,92.03290558,99.47828674,95.01226807,99.63288879,89.51111603,67.04195404,97.66864777,100,100,99.65218353,99.7,40.45596313,99.44934082,77.60007477,57.35552597,96.92480469,99.85844421,99.67,,99.62167358,99.74385071,96.83345032,49,99.94476664,100,100,100,99.1841507,99.94673157,81.12772369,99.70036316,99.6,100,99.83,91.05,51.61127472,85.17740631
2006,Urban,79.92909241,100,,,100,53.25395966,100,97.60208893,99.30368805,100,100,100,99.8,100,100,77.79913503,100,100,100,98.0671414,56.6,100,97.80157471,95.170734,99.7146933,54.3654747,99.708742,97.94480133,100,100,47.0830574,51.59951782,85.5161972,75.98300934,73,100,100,20.26367188,17.13467598,100,99.814949,99.86497498,99.28766632,74.72119141,31.43004608,51.78245926,99.930421,91.22701236,100,99.62979889,99.64524841,100,100,100,62.4,,94.389301,99.525886,99.35906982,97.195509,,77.77397156,100,63.4,82.60913086,100,94.0552063,100,100,100,93.06414032,58.43291473,100,100,80.72065379,100,100,100,,100,94.40666,65.33374023,34.4004065,82.41903503,68.9,96.856154,100,100,100,93.1,97.04882813,100,99.5434927,100,100,100,100,93.9421463,100,100,99.82867545,60.27316666,91.7,,100,100,100,98.51,94.13188143,100,99.47873228,34.72190475,,100,100,100,100,100,54.3680687,23.56792144,,99.36946869,47.4,100,90.97103882,57.77669525,99.58522034,99.705865,78.4495163,100,100,97.38556671,100,99.26,38.51486969,85.29788971,72.26673889,97.70529175,90.1,100,100,100,95.39305878,47.2,83.81630707,98,99.76424408,100,99.86914063,95.59645844,99.14586639,97.63497162,61.3,98.536399,96.160471,92.3,100,100,100,100,100,100,47.41143417,98.57225545,100,67.02429962,100,83.6,100,99.09487915,32.01836777,100,99.64524841,100,100,61.2,38.1155303,86.08846283,,100,94.4,99.50403595,94.94564056,99.64524841,90.16096497,67.27934265,95.63264287,100,100,99.75750793,99.35134125,41.98752594,99.62600985,79.34736633,64.9,97.71,100,99.6817627,,99.86910995,99.74627686,97.13348389,41.8,100,100,100,100,99.328071,99.7918293,82.78,99.7305603,99.1,100,99.8,94.96466431,52.79777527,91.4
2007,Urban,81.74890137,100,,,100,66.1,100,97.8383255,99.34789276,100,100,100,99.73981476,100,100,82.1,100,100,100,96.2959137,53.80377579,100,98.73,98.195281,100,56.96573257,99.781449,98.11949921,100,100,48.25778198,51.80656433,86.26102448,78.42490387,90.4,100,100,19.54738617,18.36386108,100,99.52885437,99.93087006,99.3500824,76.51424408,36.6,52.79838562,99.917154,85.84854126,100,99.65071869,99.67396545,100,100,100,61.56263733,,99.606906,99.633543,99.41558075,97.084368,,77.60112,100,66.11019897,,100,94.55054474,100,100,100,93.45662689,59.96988678,100,100,82.66189575,100,100,100,,100,94.41636658,66.98768616,26.06252098,88.18878174,70.21311188,97.539377,100,100,100,92.69355011,98.2,99.79615784,99.45059967,100,100,100,100,94.48735809,100,99,100,62.06539536,91.05147552,,100,100,100,99.59,97.42,100,100,37.87352371,6.9,100,100,100,100,100,55.50748825,34.36305618,,99.42342377,54.60919189,100,91.6,70.36633232,99.56528473,99.33836365,79.77522278,100,100,97.4030838,100,95.60798645,37.5,85.8555069,77.6,97.86896515,89.51202393,100,100,100,95.75354004,48.02644348,86.16288264,100,100,100,100,95.95930481,99.20183563,97.78224182,68.56197357,98.833535,95.809539,92.55765533,100,100,100,100,100,100,49.70053864,98.53983307,100,67.67615509,100,80.20591736,100,99.15214539,33.48775864,100,99.67396545,100,100,68.6,37.31843567,86.21527863,,100,95.3,99.54614258,94.89537048,99.67396545,91.23,67.53303528,97.69937897,100,100,99.90427399,99.32351685,43.53544998,99.48233032,82.3,62.24888992,97.26735687,100,100,,99.6705246,99.76506805,98.6,48.6086998,99.9,100,100,100,99.391608,99.99501038,84.60291734,99.7771225,99.36128235,100,99.8,92.18235779,47.8,85.17230988
2008,Urban,89.9,100,100,,100,61.31,100,98.08654785,99.40409088,100,100,100,99.82358551,100,100,85.27747345,100,100,100,96.46077728,54.76480865,100,98.19836426,99.227943,100,60.1,99.821747,98.30618286,100,100,49.44449997,39.6,87.01784515,87,83.58076477,100,100,11.86,19.60503578,100,99.5843811,99.97594452,99.713281,78.31928253,34.5749321,53.82630539,99.924095,88.77,100,99.6836319,99.71466827,100,100,100,62.34631729,,99.572317,99.586687,99.9,96.485463,,77.44024658,100,67.87454224,84.07654572,100,96.47,100,100,100,93.86109161,61.5188446,100,100,84.8,100,100,100,,100,94.66378021,68.65361786,26.36353683,88.38777161,70.3937912,97.960649,100,100,100,93.31641388,97.69335175,99.82744598,99.51446533,100,100,100,100,99.5,100,100,100,63.86961746,90.72212982,,100,100,100,99.38,99,100,100,41.03713226,3.350184441,100,100,100,100,100,56.65889359,35.5012207,,99.48937225,57.6602478,100,91.66805267,62.18770599,99.55732727,99.725953,81.1129303,100,100,97.4325943,100,96.0415802,38.88888889,86.42512512,72.61788177,98.04463196,90.22540283,100,100,100,96.12599945,49.22729874,84.8,99.19,100,100,100,96.33413696,99.26979065,97.9414978,69.414505,99.009049,97.041166,93.7,100,100,100,100,100,100,28.1,98.2,100,68.34000397,100,81.36699677,100,99.22138977,33.1,100,99.71466827,100,100,63.99999619,39.69450378,86.35408783,,100,94.28948975,99.60023499,94.85709381,99.71466827,91.50536346,67.79860687,97.73491669,100,100,99.97261047,99.30768585,40.1,99.51899719,82.88667297,64.71574402,97.45880127,100,99.73790741,,99.71511841,99.79585266,97.77825165,49.74680328,100,100,100,100,99.472839,99.99967957,83.33304596,99.83567047,99.46420288,100,99.73203278,92.26430511,55.2154808,85.18993378
2009,Urban,85.42010498,100,99.50669098,,100,57.66850281,99.9354248,98.34238434,99.46790314,100,100,100,99.90774536,100,100,86.42658234,100,100,100,96.633255,55.73345566,100,98.41036987,98.874112,100,60.76,99.85168,98.50048065,100,100,44.41,52.25225067,87.78227997,83.34028625,84.46827698,100,100,21.55418396,20.85382843,100,99.869036,99.99609375,99.607048,80.13194275,36.16098785,53.6,99.929925,87.20420837,100,99.72415924,99.76299286,100,100,100,63.13761902,,99.732814,98.984382,99.56019592,96.567595,,77.28699493,100,72.64,84.8238678,100,95.57281494,100,100,100,94.2731781,63.07542419,100,100,83.99358368,100,100,100,,100,94.91881561,70.32717896,26.67217064,90.9,70.58208466,97.921085,100,100,100,96.1,98.9,100,99.58595276,100,100,100,100,95.60936737,100,99.6,100,65.6,88.56,26,100,100,100,99.48,96.99730682,100,99.88802338,43.2,3.5,100,100,100,100,100,68.6,36.64699936,99.9,99.9,57.86163522,100,92.03017426,64.4068222,99.55699158,99.46684265,82.45824432,100,100,97.46972656,100,96.48278809,43.1,87.00234985,78.4,98.22790527,90.94639587,100,100,100,97.937148,50.43577194,83.92527771,100,100,100,100,96.71659088,99.34536743,98.10837555,69.6,98.388943,97.476145,94.13,100,100,100,100,100,100,54.3103447,99.7,100,69.8,100,83.4,100,99.29826355,36.45813751,100,99.76299286,100,100,71.37,42.07818985,86.5005188,16.6,100,95.61,99.66194916,94.8264389,99.76299286,92.19117737,58,97.77807617,100,100,99.9964447,98.86,43.5,99.01,84.66993713,67.19021606,97.6578598,100,99.77958679,,99.76732635,100,98.11425018,45,100,100,100,100,99.5,100,82.34533862,99.90098572,99.6,100,99.51,92.35385895,56.43795013,90.86194122
2010,Urban,82.8,100,99.55960083,,100,73.96962738,99.96011353,99.34841919,99.7,100,100,100,99.96772003,100,100,90.1,100,100,100,96.99964251,65.4,100,99.30555556,98.74819183,100,67.70775604,99.6916275,99.31787872,100,100,48.5,49,90.62070385,91.3,87.27359772,100,100,24.9,18.3,100,99.71392059,100,99.771476,84.95456696,37.7502861,56.66331482,99.746437,87.88909912,100,99.76792908,100,100,100,100,63.93215942,,99.767161,99.715049,99.67411041,96.871589,,77.13698578,100,65.41666667,85.57443237,100,96.09101105,100,100,100,95.84220123,64.63524628,100,100,72.8,100,100,100,,100,95.17709351,72.00397491,11.8,92.3033371,70.77362061,98.759449,100,100,100,94,98.96,99.90799713,99.66068268,100,100,100,100,95.8,100,100,100,58.2,89.54511559,28,100,100,100,99.14,97.15673065,100,99.96312714,54.44,9.711553574,100,100,100,100,100,39.1,34.7,99.75630188,99.63974762,73.99308777,100,92.39553833,75.96569061,99.55990601,99.703549,84.5912771,100,100,96.07942974,100,96.92723846,56.28733826,89,72.99948883,98.41443634,95.5,100,100,100,96.88941193,63.18044662,79.8,100,100,100,100,97.10228729,99.42419434,98.7,71.2,99.495933,98.142493,93.93247223,100,100,100,100,100,100,44.5,98.93434143,100,69.68618011,100,83.79483032,99.8663459,99.5062027,34.34035477,100,100,100,100,65.3516922,44.46512222,86.65019226,4,100,95.6,99.72690582,94.79902649,100,92.88024139,72.32286072,97.197733,100,100,100,99.29449463,46.2,100,83.4,66.50394292,97.86016846,100,99.93,100,100,100,98.45349884,48,100,100,100,100,99.6,100,82.3,99.95440674,99.88,100,99.9,100,49.8,85.24365997
2011,Urban,86.56777915,100,99.61138916,,100,82.5,99.98145294,99.74773407,99.78956604,100,100,100,99.9,100,100,90.2,100,100,100,96.31336406,67,100,99.46228027,99.079263,99.76392823,69.13,99.898571,99.7119751,100,100,53.03286362,52.71091843,89.97762299,93.21829224,87.5,100,100,26.25417328,13.55,100,99.856911,100,99.788503,84.99564362,39.33845901,57.97361374,99.964484,88.1,100,99.81057739,100,100,100,100,64.72557831,,99.719573,99.783081,99.71779633,97.229737,93.1,76.9858551,100,73.19577026,85.2,100,96.65344238,100,100,100,96.24534607,66.19393921,100,100,84.95149417,100,100,100,,100,94.603279,73.67964935,27.29480362,93.13788605,71.42466736,99.174969,100,100,100,92.9,99.35,99.94632721,100,100,100,100,100,96.74436188,100,99.83605194,99.96874349,69.31048584,89.7623291,29,100,100,100,99.3,97.31502533,100,99.75331483,56.77414703,7.2,100,100,100,100,100,61.5,32.6,99.90441132,99.87055206,75.78186798,100,92.4970405,76.46807861,99.78,99.72532654,85.85588074,100,100,94.15539127,100,97.37056732,54.5,88.35561371,70.1,99,94.11,100,100,100,97.5535202,59.9,87.1,99.79474548,100,100,100,97.48685455,99.50188446,98.66794586,73.02848816,99.555902,98.376636,94.39431763,100,100,100,100,100,100,58.2,98.68250139,100,70.35975647,100,87.8,100,99.85259247,35.75,100,100,100,100,66.02803802,46.85092545,86.79873657,10.67063046,100,96.83,100,94.77048492,100,93.56816864,73.65068054,97.86974335,100,100,100,99.28839874,42.9,99.81819153,88.24182129,77.9,97.32290926,100,99.79173342,100,99.96885681,100,98.79161835,55.4,100,100,100,100,99.43,100,85.60692596,99.98667908,100,100,99.94,99.85680389,58.88824463,83.2
2012,Urban,95,99.9,99.25673759,,100,70.72065735,100,99.79571533,99.96014404,100,100,100,100,100,100,90.68002319,100,100,100,97.15354156,68.6,100,99.6,99.232931,100,72.56253052,99.927418,99.75268555,100,100,54.22467422,58.5,90.07843018,94.37664032,88.31987,100,100,27.27529907,24.60304642,100,100,100,99.726102,85.1,40.8,58.9,99.98337,88.1,100,99.84858704,100,100,100,100,64.24208069,,99.651703,99.628858,99.53282166,97.84601,92.2283783,76.83008575,100,74.96520233,87.06866455,100,97.12049866,100,100,100,98.1,67.7480011,100,100,86.76,100,100,100,,100,95.68675232,74.2,27.60091591,93.79327393,72.6,98.486672,100,100,100,96.1,99.2,99.97638702,99.69,100,100,100,100,97.30665588,100,99.5,100,71.11980438,89.50102234,31,100,99.89,100,99.8,97.43094456,100,100,58.85359573,16.0692749,100,100,100,100,100,72.8,37.1,99.9,99.82067871,76,100,93.11937714,76.79129028,99.77519989,99.650006,86.8269043,100,100,97.58395386,100,97.80925751,60.01550293,89.05771637,73.37744904,99.12800598,95.66748047,100,100,100,98.04532623,61.8,84.0643158,100,100,100,100,97.86678314,98.49097512,98.80713654,74.48100281,99.638662,98.629566,94.66,100,100,100,100,100,100,67.6,99.19985199,100,65.3,100,86.26586151,100,99.78759003,40.9279747,100,100,100,100,66.69973755,49.23209,86.94264221,10.86472416,100,97.71,100,94.11764706,100,94.25146484,74.79798126,98.02142334,100,100,100,99.8,46.4,99.44981977,90.02256775,76.37752533,97.7,100,99.91776276,100,99.99377441,100,98.81656805,54.33252335,99.91589571,100,100,100,99.8,100,86.36057281,99.99819946,99.8,100,99.91699219,99.1339798,60.10819244,85.29373932
2013,Urban,92.77335358,100,99.70097351,,100,68.72361755,100,99.83764648,99.41,100,100,100,100,100,100,88,100,100,100,97.31879425,61.0203743,100,99.40276337,99.520076,100,74.61737061,99.935013,99.85886383,100,100,55.41177368,52.4,90.83563232,95.25200653,88.47045898,100,100,28.01345444,25.84460258,100,99.8,100,99.820229,87.37818909,42.50081635,59.95290375,99.939949,89.92639923,100,99.88188171,100,100,100,100,66.29842377,,99.88359,99.547373,99.8602829,97.761193,92.04307556,76.66960144,100,76.72992706,87.80875397,100,97.26,100,100,100,94.3,67,100,100,88.5,100,100,100,,100,95.93455505,77.01700592,27.90231705,94.16568756,73.63694,98.989674,100,100,100,96.46443939,99.67316508,99.98,99.86750793,100,100,100,100,96.6,100,99.9377594,100,72.92440796,89.29464722,32,100,100,100,98.95,97.61762238,100,100,60.65007401,16.4,100,100,100,100,100,60.7,36.6,99.99917603,99.85279846,78.71813202,100,93.47426605,76.83152771,99.64358521,99.76921844,87.83512878,100,100,97.8,99.6,98.7,61.50702667,89.47685242,72.2,99.15544128,95.51186371,100,100,100,98.25415802,59.06547546,83.6,100,100,100,100,98.24200439,99.64328766,98.3,75.65054321,99.771428,98.779725,94.1,100,100,100,100,100,100,61.5,99.32558441,100,71.69293213,100,87.8,99.93,99.54,41.4,100,100,100,100,60.4,51.60853958,87.08184052,11.05410385,100,98,100,94.69940948,100,94.93004608,75.65996552,98.0900116,100,100,100,99.26220703,50.3,99.88172913,91.79859161,78.09285736,98.44971466,100,99.93995667,100,100,100,99.45385742,55.4710083,100,100,100,100,99.752604,100,86.2,100,99.96487427,100,99.92558289,98.5,61.32342529,85.31174469
